candidate_id,education_school,education_speciality,education_level,education_degree,experience_years,language,language_level,technical_skills,soft_skills,current_position,location,location_available,certifications_title,hobbies,volunteer_activities,school_projects,availability
29091445,"San Jacinto College, University of Houston Downtown","['General Studies', 'Business Management', 'Human Resources Management']","Associate's, Bachelor's","A.A., B.A.",12.0,"['Spanish', 'English']","['Fluent', 'Fluent']","['MS Office (Word, Excel, Outlook, PowerPoint)', 'SAP database', 'Applicant Tracking Systems', 'Tax Equalization Program', 'SAP']","['Organizational skills', 'Administrative skills', 'Creative problem-solving', 'Communication', 'Training skills', 'Achievement-oriented', 'High-quality performance standards']",HR Generalist,"City, State, USA","['Germany', 'Kuwait', 'Brazil', 'Australia', 'Italy', 'Mexico', 'China', 'Zambia', 'Angola', 'Nigeria', 'Chad', 'Indonesia', 'Algeria', 'Canada', 'Qatar']",[],[],[],[],Immediate
25724495,"['ICFAI Business School', 'Bharati Vidyapeeth College Of Engineering']","['Human Resource', 'Electrical Engineering']",Master's,"MBA, Bachelor of Science",5.5,[],[],"['Microsoft Office Suite', 'HRIS applications', 'Report Writing', 'Performance Management', 'Recruitment', 'Staffing', 'Interviewing', 'Onboarding', 'Offboarding', 'Employee Relations', 'HRIS', 'Microsoft Excel', 'PowerPoint', 'MIS', 'Payroll', 'PeopleSoft', 'Performance Appraisal', 'Hirecraft', 'Mass Mailing', 'Job Posting']","['Leadership', 'Communication', 'Negotiation', 'Training', 'Team Management', 'Problem-Solving', 'Analytical Skills', 'Interpersonal Skills']",Regional HR Manager,"City, State, India",['San Francisco Bay Area'],[],"['Vocal Classical Music', 'Volleyball', 'Social Work']",['Organizing health and literacy awareness camps with SEEDS NGO'],[],Not specified
24508725,"Strayer University, University of Clifton, HR Certification Institute",['Human Resource Management'],"Master's, Bachelor's, Professional Certification","Master of Science, Bachelor of Arts, B.B.A, PHR certification, HRCI certification",6.0,[],[],"['ADP', 'PeopleSoft', 'HRIS systems', 'MS Office (Word, Excel, PowerPoint)', 'Visio', 'Applicant Tracking Systems', 'Microsoft Office software', 'Web-based applications']","['Verbal and written communication', 'Time management', 'Organization', 'Flexibility', 'Recruiting', 'Investigation', 'Employee engagement', 'Problem-solving', 'Software skills', 'Attention to detail', 'Fast-paced work environment', 'Interpersonal skills']",Field HR Associate,"Clarksville, TN, USA","['Hutchins, Texas, USA']","['PHR certification', 'HRCI certification']",[],[],[],Immediate
11698189,"['Eastern Michigan University', 'Davenport University']","['Network Information & Technology Administration', 'Management']",Bachelor's and Master's,Bachelor of Science and MBA,14.0,[],[],"['ADP Payroll System', 'Microsoft Office Suite', 'NetMeeting']","['Critical Thinking', 'Conflict Resolution', 'Leadership', 'Integrity', 'Customer Service', 'Human Resource Training']",HR Employee Relations Specialist,"City, State",[],[],[],"['Order of the Eastern Star - Unity Love Miriam #66', 'AT&T Community Network - Michigan Chapter', 'Metro Detroit Visitors Bureau']",[],Not mentioned
27165830,"Metropolitan State College of Denver, Human Capital Institute, University of Wisconsin","['Business Management', 'Strategic Work Force Planning', 'Influencing Without Direct Authority']",Bachelor's,Bachelor of Science,23.0,[],[],"['Microsoft Office', 'PowerPoint', 'Excel', 'Word']","['Human Resources Leadership', 'Employee Relations', 'Employee Development', 'Performance Analysis', 'Coaching', 'Counseling', 'Leadership', 'Communication', 'Employee Engagement', 'Wage Analysis', 'Legal Compliance', 'Strategic Planning', 'Team Management', 'Presentation Skills', 'Cross-Cultural Communication', 'Risk Mitigation', 'Training Development', 'Policy Compliance', 'Talent Management', 'Recruiting', 'HR Program Management', 'Trend Analysis', 'Training Facilitation', 'Process Improvement', 'Performance Management', 'Team Building', 'Customer Satisfaction', 'Merchandising', 'Inventory Control', 'Sales Strategy', 'Data Analysis', 'Goal Setting', 'Performance Evaluation', 'New Store Setup']",Territory HR Manager,"City, State, USA",[],['Certified Strategic Workforce Planner'],[],[],[],Currently employed
47470864,"STRAYER UNIVERSITY, PRINCE GEORGE'S COMMUNITY COLLEGE","['Business Administration', 'Human Resources', 'Essentials of Human Resource Management']","Associates Degree, Certificate",Business Administration/Human Resources,16.0,[],[],"['Microsoft Office', 'Live Support', 'Zarca Interactive software', 'banking software', 'office applications', 'personnel database systems']","['communication', 'team leadership', 'time management', 'interpersonal skills', 'problem-solving', 'organizational skills', 'multi-tasking', 'customer service', 'staff training', 'supervision', 'conflict resolution', 'data gathering', 'troubleshooting', 'coaching', 'project management']",General HR Assistant/Office Assistant,"City, State, Country (not provided)",[],['Essentials of Human Resource Management Certificate'],[],[],[],Not specified
34740556,University of Southern Mississippi,['Business Administration'],Bachelor's,Bachelor of Science (BS),8.0,[],[],"['MS Office (Word, Excel, PowerPoint, Access, Outlook)', 'PeopleSoft', 'ADA', 'FMLA/ADA/EEO/WC', 'HR Policies & Procedures', 'Staff Recruitment & Retention', 'Benefits Administration', 'Orientation & On-Boarding', 'Training & Development', 'Organizational Development', 'Employment Law']","['Teamwork', 'Negotiating', 'Coaching', 'Conflict Resolution', 'Staff Development', 'Recruiting', 'Human Resources', 'HR', 'Mediation', 'Legal Compliance', 'Managing', 'Teambuilding', 'Workshops', 'Training Employees', 'Senior Management', 'Functional', 'Hiring', 'Safety', 'Sound', 'Structured', 'Quality', 'Recruitment', 'Personnel', 'Policies', 'Office']",Senior HR Business Partner,"City, State",[],[],[],[],[],Immediate
18557164,"University of Phoenix, Kalamazoo & GRCC Community College",['Business Management'],Bachelor's,BSBM - Business Management,20.0,[],[],"['Microsoft Office Suite (Word, Excel, PowerPoint, Access, SharePoint)', 'Human Resources Information Systems (HRIS)', 'Project Management Software']","['Communication', 'Leadership', 'Teamwork', 'Employee Engagement', 'Change Management', 'Analytical Skills', 'Interpersonal Skills']",HR Business Partner II,"City, State","['South Florida', 'Grand Rapids']",['Six Sigma Yellow Belt'],"['Running', 'Volunteering', 'Teaching']","['Project SEARCH Donations Committee Chair', 'United Way Donations Captain', 'Habitat for Humanity Volunteer', 'Kids Food Basket Volunteer']",[],1 month notice
19179079,Colorado Christian University,['Management of Human Resources'],Bachelor's,Bachelor of Science,21.0,[],[],"['Recruiting', 'Staffing', 'Sourcing', 'HRIS/ATS', 'Applicant Tracking Systems', 'Recruiting Software', 'Infor Talent Management', 'ADP Workforce Now', 'MS Office Suite']","['Interpersonal Skills', 'Communication', 'Negotiation', 'Pro-activeness', 'Creativity', 'Prioritization', 'Time Management', 'Leadership', 'Teamwork', 'Problem-Solving', 'Decision-Making']",Recruiting and HR Manager,"City, State, US","['City, State, US']",['Colorado Real Estate Brokers License'],[],[],[],Not specified
13376919,"['GHS-IMR Business School', 'CSJMU, Uttar Pradesh University']","['Human Resources', 'Commerce']",Master's,MBA in Human Resources,7.0,[],[],"['PeopleSoft', 'Oracle', 'ATS', 'MS Office Suite', 'HRIS', 'Recruitment', 'Employee Engagement', 'Performance Management', 'Talent Acquisition', 'HR Operations', 'HR Reporting', 'Vendor Management']","['Communication', 'Team Management', 'Problem-Solving', 'Negotiation', 'Leadership', 'Organization', 'Time Management']",Regional HR Deputy Manager,India,[],[],[],[],[],Not specified
26048718,"['Walden University', 'University of St. Thomas', 'Texas A & M University']","['Leadership', 'Finance', 'Political Science', 'Business Management']",Doctorate,"['Doctorate of Business Administration', 'Master of Business Administration', 'Bachelor of Science']",24.0,[],[],"['Microsoft Word Suite (Word, PowerPoint, Excel, Outlook and Access)', 'Kronos Timekeeper', 'Hyperion', 'PeopleSoft', 'Project Management', 'HRIS systems']","['Leadership/Communication Skills', 'Employee Relations', 'Market research and analysis', 'Coaching', 'Conflict resolution']",Sr. HR Consultant,"City, State",[],[],[],[],[],Not mentioned
17150707,Western Michigan University,['Business'],Bachelor's,B.S.,12.0,[],[],"['HRIS', 'PeopleSoft', 'ADP', 'SAP', 'Microsoft Office', 'HR Benefits Administration', 'HR Policies and Procedures', 'HR Reporting', 'HR Regulations', 'Employee Relations', 'Project Management', 'Client Relations', 'Vendor Management', 'Data Auditing', 'User Acceptance Testing', 'Payroll Administration']","['Customer Support', 'Problem-Solving', 'Communication', 'Teamwork', 'Research', 'Attention to Detail', 'Process Improvement', 'Training', 'Screening and Interviewing', 'Benefits Counseling', 'Policy Recommendation']",HR Shared Services Analyst,"City, State",[],[],[],[],[],Not specified
18297650,"['Balaji Institute of Modern Management', 'Symbiosis Law College', 'H. P. State University']","['Management', 'Labor Laws and Labor Welfare', 'Commerce']","Post Graduate Diploma, Masters, Bachelor","Management, Masters of Labor Laws and Labor Welfare, Bachelor of Commerce",10.0,[],[],"['.NET', 'C', 'C++', 'Java/J2EE', 'SQL Server', 'Oracle', 'Informatica', 'Data Modeling', 'Data Warehousing', 'Recruiting', 'Human Resources', 'Taleo']","['Recruitment', 'Scheduling', 'Screening', 'Interviewing', 'Negotiating', 'Mentoring', 'Communication', 'Relationship Management', 'Multi-tasking', 'Problem-Solving']",Volunteer HR -iVolunteer,"City, State, India","['India', 'United States']",[],[],"['iVolunteer', 'Mitra Technology Foundation']",[],Not mentioned
23510685,"['Cornell University, School of Industrial and Labor Relations', 'TIANJIN UNIVERSITY OF FINANCE & ECONOMICS']","['Human Resources and Organizations', 'Human Resource Management', 'Resource Management']",Master's and Bachelor's,Master of Industrial and Labor Relations and BBA,12.0,"['Mandarin Chinese', 'Spanish', 'German']","['Native', 'Basic', 'Basic']","['Microsoft Word', 'Excel', 'Project', 'Visio', 'Power Point', 'SAP', 'Adobe Acrobat Professional', 'HRIS', 'SAP Human Resources Information Systems']","['Project Management', 'HR Business Partnering', 'Strategic HR Program Design', 'Leadership', 'Mentoring', 'Performance Management', 'Recruitment', 'Risk Analysis', 'Negotiations', 'Legal Compliance', 'Data Analysis', 'Organizational Development', 'Consulting', 'Budget Management', 'Process Improvement']",Global HR Manager,"City, State, USA","['USA', 'China', 'India', 'Brazil', 'Germany', 'Italy', 'UK', 'Switzerland', 'China', 'India', 'Brazil']","['Global Professional of Human Resources (GPHR)', 'Professional of Human Resources (PHR)']",[],[],[],Not specified
39970711,"['Keller Graduate School of Management, Devry University', 'Franklin University']",['Human Resource Management'],Master's,"['Master of Science (MS)', 'Bachelor of Science (BS)']",17.0,[],[],"['HRIS Technologies', 'Microsoft Access']","['Negotiation', 'Strategic Business Management', 'Change Management', 'Team Collaboration', 'Leadership', 'Process Improvement']",HR & Safety Manager,"City, State, USA",[],['Certified Professional in Human Resources (PHR)'],[],[],[],Not mentioned
20806155,,[],,,,[],[],[],[],,,[],[],[],[],[],
28640735,,"['Human Resources Management', 'Business Administration']",Bachelor's,BS in Human Resources Management and Business Administration,25.0,[],[],"['HRIS', 'Payroll Systems', 'Benefits Administration', 'Recruitment', 'Employee Relations', 'HR Policies', 'Performance Management', 'Training & Development', 'Office Administration', 'Project Management', 'Financial Management', 'Contract Negotiation', 'Legal Compliance', 'Strategic Planning', 'Team Building', 'Leadership', 'Mentoring', 'Coaching', 'Employee Engagement', 'Onboarding', 'Employee Handbooks', 'Wellness Programs', 'Talent Acquisition', 'HR Metrics', 'HR Software', 'Office Space Planning', 'Construction Management', 'Vendor Management', 'Accounts Payable', 'Accounts Receivable', 'Financial Reporting', 'Budgeting', 'Forecasting', 'Client Relations', 'Government Billing', 'Organizational Development', 'Employee Recognition Programs']","['Communication', 'Teamwork', 'Leadership', 'Problem-Solving', 'Adaptability', 'Time Management', 'Conflict Resolution', 'Interpersonal Skills', 'Customer Service', 'Empathy', 'Creativity', 'Critical Thinking', 'Decision Making', 'Negotiation', 'Public Speaking', 'Presentation Skills']",Director of HR,"City, State, USA","['City, State, USA']","['Senior Professional in Human Resources (SPHR)', 'Notary Public for the State of Maryland']",[],[],['GetWellNetwork University'],Not Mentioned
15575117,"LaGuardia Community College, Tidewater Community College",['Applied Science Secretarial Science'],Associate,,20.0,"['English', 'Spanish']","['Fluent', 'Fluent']","['Excel', 'Data entry systems', 'Outlook', 'Microsoft systems', 'Amisys', 'Access', 'Live Support', 'Medicare/Medicaid', 'Health Insurance', 'Pension calculation', 'Meeting minutes', 'Spreadsheets', 'Word processing', 'Database management', 'Internet research', 'Report preparation', 'Presentation creation', 'Travel coordination', 'Phone systems', 'Call monitoring', 'Interviewing', 'Hiring', 'Bilingual support', 'Network coordination', 'Client relations', 'Executive assistance', 'Secretarial duties', 'Confidential correspondence', 'Expense reporting', 'Record management', 'Call center operations', 'Customer service', 'Complaint resolution', 'Quality assurance', 'Team mentoring', 'Project management', 'Administrative support']","['Customer satisfaction', 'Communication', 'Problem-solving', 'Teamwork', 'Leadership', 'Time management', 'Adaptability', 'Attention to detail', 'Conflict resolution', 'Phone etiquette', 'Coaching', 'Mentoring', 'Multi-tasking', 'Organization', 'Confidentiality', 'Work ethic', 'Positive attitude', 'Bilingual communication']",HR Senior Specialist,"City, State","['City, State']",['Certificate of Excellence'],"['Church of God Ebenezer involvement', 'Multimedia direction', 'Real-time translation', 'Bookkeeping assistance']","['Church of God Ebenezer - Director of Multimedia, Translator, Bookkeeper Assistant']",['N/A'],Immediate
27496514,Southeastern University,"['Business Administration', 'Private Business Law']",Master's,"Master of Business Administration, Master of Private Business Law",10.0,[],[],"['Microsoft Word', 'Excel', 'PowerPoint', 'PeopleSoft 9.1', 'SAP', 'Remedy', 'Data Analysis', 'Quantitative Research']","['Teamwork', 'Legal Interpretation', 'Client-Oriented', 'Results-Driven', 'Deadline-Oriented', 'Initiative', 'Interpersonal Skills', 'Communication', 'Customer Service', 'Organization', 'Planning', 'Prioritization', 'Attention to Detail', 'Multicultural Sensitivity', 'Time Management']",HR Customer Service Representative,"City, State, France",[],[],[],[],[],Not Mentioned
14256329,"['University College of the Caribbean', 'St. Jago High School']","['Human Resource Management', 'General']",Bachelor's,BSc in Human Resource Management,10.0,[],[],"['HR Management', 'Recruitment', 'Benefit Plans', 'Databases', 'Microsoft Word', 'Excel', 'Presentation Skills']","['Communication', 'Confidentiality', 'Interpersonal', 'Team-building', 'Leadership', 'Proactive', 'Positive Attitude']",HR Services Representative,"City, State, Jamaica",[],[],[],[],[],Immediate
19336728,"Cleveland State University, Bryant & Stratton College, Cuyahoga Community College","['Organizational Leadership', 'EMT']","Bachelor's, Associate, Certification","Bachelors of Art, Associate Degree, EMT Certification",12.0,[],[],"['Microsoft Excel', 'Word', 'PowerPoint', 'Internet', 'spreadsheet software']","['High energy', 'Sound judgment', 'Compassionate', 'Conflict resolution', 'Problem-solving', 'Communication', 'Writing', 'Customer service']","Owner, Operator","City, State, USA",[],['EMT Certification'],[],[],[],Not specified
10694288,"Bluefield College, New River Community College","['Organizational Management and Leadership', 'Business Management']","Bachelor's, Associate's","Bachelor of Science, Associate of Applied Science",27.0,[],[],"['Microsoft applications', 'HRIS systems (Banner, PeopleAdmin, PMIS, BES, VNAV)', 'HRIS (Banner)', 'Microsoft Office Suite', 'Payroll processing', 'HRIS reporting', 'Content editing', 'Web development', 'Phone systems', 'Personnel management']","['Professionalism', 'Detail-oriented', 'Time management', 'Teamwork', 'Communication', 'Confidentiality', 'Multi-tasking']",HR Benefits/Leave Coordinator,"City, State",[],[],[],[],[],Not specified
28175164,"['NOVA SOUTHEASTERN UNIVERSITY', 'ST. THOMAS UNIVERSITY']","['Leadership/Management', 'Human Services']",Master's and Bachelor's,Master of Science and Bachelor of Arts,16.0,"['Spanish', 'English']","['Bilingual', 'Bilingual']","['PeopleSoft', 'Microsoft Office Suite', 'ADP', 'SAP']","['Change Management', 'Benefits Administration', 'Succession Planning', 'Organizational Development', 'Leadership Development and Coaching', 'Conflict Resolution', 'Communication', 'Team Building']",Regional HR Business Partner,"City, State",,"['PROJECT MANAGEMENT METHODOLOGY ASSOCIATE CERTIFICATE', 'SIX SIGMA YELLOW BELT CERTIFIED']",,,,
10399912,"['Montclair State University', 'Our Lady of Good Counsel High School']","['Political Science', 'Law']",Bachelor's,Bachelor of Arts,11.0,[],[],"['Microsoft Word', 'MS Excel', 'MS Outlook', 'MS PowerPoint', 'PeopleSoft', 'Typing', 'Data Entry', 'File Management', 'Office Materials Management', 'Inventory Management', 'Administrative Support', 'Auditing', 'Clerical Work', 'Customer Service', 'Delivery', 'Documentation', 'Fax', 'Meeting Facilitation', 'Organizational Skills', 'Proofreading', 'Receptionist Duties', 'Research', 'Scanning', 'Secretarial Skills', 'Telephone Skills', 'Office Equipment Maintenance']","['Communication', 'Teamwork', 'Problem-Solving', 'Time Management', 'Attention to Detail']",HR Personnel Assistant,"City, State, US",[],[],[],[],[],Immediate
20417897,Centenary College,['Business Administration'],Master's,Master of Business Administration,19.0,[],[],"['Word', 'Excel', 'Access', 'PowerPoint', 'SAP', 'Lotus Notes', 'Oracle', 'Bookkeeping', 'Payroll Management', 'Calendar Management', 'Policies & Procedures', 'Report & Document Preparation', 'Spreadsheet & Database Creation', 'Records Management', 'Meeting & Event Planning', 'Facility Management']","['Coordination', 'Planning', 'Confidentiality', 'Focus', 'Results-driven', 'Administrative Support', 'Organization', 'Communication', 'Teamwork', 'Time Management']",Executive Assistant HR,"City, State",[],[],[],[],[],Not Mentioned
18731098,"California State University Northridge, UCLA","['Health Administration', 'Arts']","Master's, Bachelor's","Master of Science, Bachelor of Arts",11.0,[],[],"['ADP', 'HRIS', 'Lotus Notes', 'Microsoft Office (Access, Excel, Outlook, PowerPoint, Word)', 'Payroll software', 'SAP', 'Kronos']","['Business acumen', 'Critical thinking', 'Creative problem-solving', 'Interpersonal skills', 'Time management', 'Communication skills', 'Team management', 'Coaching', 'Training', 'Recruiting', 'Staffing', 'Employee relations', 'Policy development', 'Benefits administration', 'Project management', 'Process improvement', 'Safety compliance', 'Data analysis', 'Financial management', 'Office administration', 'Event planning', 'Travel coordination', 'Inventory control', 'Customer service', 'Data entry', 'Filing', 'Bookkeeping', 'Budgeting', 'Tax compliance', 'Vendor management']",Senior HR Manager,"City, State",[],['Certificate in Human Resources Management'],[],"['Safety Committee member', 'Corporate safety activities participant']",[],Immediate
30563572,California State University,['Business Administration'],Bachelor's,B.S.,22.0,[],[],"['HRIS', 'MS Word', 'Excel', 'Outlook', 'PowerPoint', 'Oracle', 'PeopleSoft', 'Workday', 'Taleo', 'Talking Talent', 'Succession Architect', 'Voices 360', 'Leadership Architect']","['Communication', 'Self-motivation', 'Detail-oriented', 'Organized', 'Customer-focused', 'Confidentiality', 'Performance Management', 'Employment Law', 'Coaching', 'Training', 'Talent Acquisition', 'Workforce Planning', 'Change Management']",HR Manager/Business Partner,"City, State",[],"['SPHR Certification', 'Lominger Korn/Ferry Certifications']",[],[],[],Immediate
24402267,"['Bankatlal Bhadruka Collage', 'Pt.Ravishanker Shukla Uiversity']","['Human Resource', 'Commerce']",Masters,"MBA, B.Com",3.5,"['English', 'Hindi', 'Telugu', 'Bengali', 'Spanish']","['Advanced and Fluent', 'Advanced and Fluent', 'Advanced and Fluent', 'Conversational', 'Conversational']","['HRIS', 'ISO', 'Recruitment', 'Performance Appraisal', 'Training & Development', 'Leave & Attendance', 'Microsoft Office']","['Confidentiality', 'Employee Relations', 'Training Facilitation', 'Problem-Solving', 'Communication']",HR Assistant,"City, State, India",,,,,,Not Mentioned
32308556,"['Grand Canyon University', 'Ashford University']","['Business Administration', 'Entrepreneurship', 'Logistics']",Master's,Master of Business Administration,5.0,[],[],"['Human Resource Management', 'Product Design and Development', 'Strategic Warehouse Management', 'Marketing Management', 'Economics', 'Leadership Organizations', 'Operations Management', 'Quantitative Methods', 'Managerial Accounting', 'Finance', 'Strategic Management', 'Risk Management', 'Project Management', 'Budgeting']","['Conflict Resolution', 'Self-Motivated', 'Process Implementation', 'Staff Development', 'Client Assessment', 'Team Liaison', 'Organizational Skills', 'Time Management', 'Verbal Communication']",HR Volunteer Asst. Manager,"City, State",[],[],[],[],[],Immediate
27847081,Grantham University,"['Business Administration', 'Speech and Communication', 'Sociology', 'Psychology', 'Professional Prospecting Skills']",Bachelor's,Bachelor of Science,10.0,[],[],"['Microsoft Office (Word, Excel, PowerPoint, Outlook)', 'SAP', 'Macros', 'Data Analysis', 'Project Management', 'Budget Management', 'Purchasing', 'Inventory Tracking (Excel)', 'Process Improvement', 'HR Systems Management', 'Policy Alignment', 'Data Integrity Maintenance', 'Payroll', 'Employee Relations', 'Recruitment', 'Performance Management', 'Training and Development', 'Shipping Operations']","['Communication', 'Customer Service', 'Detail-Oriented', 'Interpersonal Skills', 'Oral Communication', 'Writing Skills', 'Multi-Tasking', 'Time Management', 'Adaptability', 'Problem-Solving', 'Supervision', 'Teamwork', 'Staffing', 'Training', 'Coaching', 'Employee Relations', 'Performance Management', 'Organizational Skills', 'Positive Attitude', 'Quick Learning', 'Integrity', 'Respect']",HR Specialist/Horizontal Engineer,"City, State",[],Human Resource Certification,[],[],"['Departmental Procedures Manual', 'Training Needs Assessment']",Current role
25150191,"['Strayer University', 'Fayetteville State University']","['Business Finance', 'Communication concentration Mass Communication']",Graduate,"['MBA', 'Bachelor of Arts']",8.0,[],[],"['MS Office Suite', 'Data Entry', 'Database Management', 'Email Communication', 'Filing Systems', 'HR Systems', 'Payroll Processing', 'Recruitment', 'Time Management']","['Self-Motivation', 'Team Leadership', 'Interpersonal Skills', 'Client Interaction', 'Telephone Etiquette', 'Multi-Tasking', 'Meeting Deadlines', 'Leadership', 'Quality Assurance']",HR Contact Center Specialist,"City, State, USA",[],[],[],"['Greenville Society for Human Resource Management (GSHRM)', 'Society for Human Resource Management (SHRM)', 'Alpha Kappa Alpha Sorority, Inc. (AKA)', 'Pi Zeta Omega Chapter of AKA (Treasurer/Guardian of Funds)', 'Alpha Chi National Honor Scholarship Society', 'Golden Key International Honour Society', 'Delta Alpha Chapter of AKA (Connections Committee Chair)']",[],Not Mentioned
37058472,"['Santa Monica College', 'Universidade Candido Mendes']","['Interior and Furniture Design', 'Contract']","Associate of Arts, Bachelor of Laws (LLB)",Certified Interior Designer,15.0,"['Portuguese', 'English', 'Spanish']","['Fluent', 'Fluent', 'Intermediate']","['AutoCAD', 'Adobe Photoshop', 'AutoCad drafting', '3D Rendering', 'Material Board']","['Strong leadership', 'Quality control knowledge', 'Procurement expertise', 'Team supervision', 'Communication skills', 'Conceptual design', 'Material organization']",Designer,"City, State",,Certified Interior Designer,,,,Not specified
68240723,The Fashion Institute of Design and Merchandising,"['Fashion Design', 'Business Management']",Bachelor's,"Associate of Arts, Bachelor of Science",12.0,[],[],"['WGSN Retail Analysis', 'Trend analysis', 'Spec measurements', 'Adobe Illustrator', 'Adobe Photoshop', 'PLM', 'WebPDM', 'Gallery', 'Nedgraphics', 'Oracle E-Business Suite', 'Technical Drawings', 'MAC and PC proficiency', 'Hand Pattern work', 'Asia, Mexico, and Europe Development/Production Vendor Communications']","['Critical thinking', 'Time management', 'Communication', 'Adaptability', 'Social perceptiveness', 'Attention to detail', 'Innovation', 'Leadership']",Designer,"City, State, USA",[],"['Certified OZ PRINCIPLE Leader', 'National Young Leader of America', 'Les Miller Outstanding Leadership/Scholarship Award', 'Assistance League of Newport-Mesa Outstanding Leadership/Scholarship', 'Pacific Life Foundation Outstanding Leadership/Scholarship']",[],[],[],Not specified
76010167,"['American University in Dubai', ""Al-Ma'arifa Private School"", 'Rosary School']","['Visual Communication', 'Business', 'Biology', 'Arabic', 'Religion', 'English', 'Food and Nutrition', 'Arts', 'TOEFL', 'Physics', 'Chemistry', 'Economics', 'Math']",Bachelor's,Bachelor of Fine Arts,11.0,"['English', 'Arabic', 'French']","['Fluent', 'Fluent', 'Basic']","['MS Office', 'Word', 'Excel', 'PowerPoint', 'Access', 'Web Search', 'Photography', 'Advertising', 'Database Management', 'POS Systems', 'Filling']","['Teamwork', 'Planning and Organizing', 'Creativity', 'Time Management', 'Working Under Pressure', 'Communication', 'Interpersonal Skills', 'Leadership']",Designer,"City, State",[],[],"['Painting', 'Design', 'Sports', 'Fine Dining', 'Socializing', 'Reading', 'Movies']",[],[],Not Mentioned
19164410,"['F.I.T', ""Saint Edward's University""]","['Fashion Design', 'Eastern European Studies']",Associate,"Associate of Applied Science, BA",14.0,[],[],"['Adobe Illustrator', 'Adobe Photoshop', 'Microsoft Excel', 'Microsoft Office', 'Technical Drawing', 'Package Creation', 'Garment Fittings', 'Garment Specing', 'Patternmaking', 'Draping', 'Tech Pack Creation', 'Line Sheet Creation', 'Research and Development', 'Costume Design', 'Wardrobe Supervision', 'Product Development', 'Communication with Factories', 'Fitting Attendance', 'Sample Review and Approval', 'Photography', 'Asset Description', 'Garment Library Maintenance']","['Time Management', 'Organization', 'Work Ethic', 'Communication', 'Attention to Detail', 'Creativity', 'Collaboration', 'Problem-Solving', 'Leadership', 'Entrepreneurship']",Designer / Technical Designer,"City, State, USA",[],[],[],[],[],Not specified
29147100,"['Towson University', 'Community College of Baltimore County']","['Digital Art & Design', 'Fine Arts']",Bachelor's,Bachelor of Fine Arts,7.0,[],[],"['Adobe Photoshop', 'Adobe After Effects', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Premiere', 'Adobe Dreamweaver', 'Sketchbook Pro', 'HTML', 'Microsoft Word', 'Microsoft PowerPoint']",[],Multimedia Designer and Graphic Designer,"City, State, United States",[],[],[],[],[],Not specified
25061645,"University of Illinois Springfield, Chengdu Academy of Fine Arts, Sichuan Conservatory of Music","['Visual Arts', 'Graphic Design']","Bachelor's, Associate's","Bachelor of Arts, Associate of Fine Arts",5.0,"['English', 'Chinese']",['Bilingual'],"['Adobe Creative Suite', 'Illustrator', 'Photoshop', 'InDesign', 'CorelDraw', 'Dreamweaver', 'HTML', 'CSS', 'Web Design', 'Branding', 'Digital Prints', 'Webpage Design', 'Typography', 'Packaging', 'Printmaking', 'Microsoft Office Suite']","['Attention to Detail', 'Creativity', 'Teamwork', 'Communication', 'Problem-Solving']",Manager Assistant / Graphic Designer,"City, State","['City, State']",[],[],['Springfield Art Association'],['Visual Arts Gallery Assistant'],Currently Employed
11919526,,[],,,,[],[],[],[],,,[],[],[],[],[],
81011612,"El Camino College, University of California Los Angeles","['Chemistry', 'Molecular, Cellular, and Developmental Biology']",Bachelor's,Bachelor of Science,10.0,[],[],"['HTML', 'Photoshop', 'Illustrator', 'SQL', '3D animation', 'Graphic design', 'POS systems', 'Computer networking', 'Database analysis', 'Inventory management', 'Sales operations', 'Payroll management']","['Time management', 'Efficiency', 'Team management', 'Communication', 'Problem-solving']",Graphic Designer,"City, State, USA","['City, State']",['Edison International Green Job Scholarship'],[],"['El Camino Chemistry Club', 'MESA (Mathematics, Engineering, Science Achievement Program)']","['Synthesis and extraction in 3D Chemistry Laboratories', 'IR spectroscopy analysis', 'NMR data analysis', 'SQL server database management']",Immediate
11722421,"['United States University', 'FIDM/Fashion Institute of Design & Merchandising', 'RGPV University']","['Business Administration', 'Fashion Design', 'Textile Technology']","['Masters', 'Masters', 'Bachelors']","['Business Administration', 'Fashion Design', 'Textile Technology']",9.0,[],[],"['Photoshop', 'Illustrator', 'Accutrac', 'Pattern Making', 'Garment Construction', 'Computer Aided Designing', 'Technical Drawing', 'Draping', 'Sewing', 'CAD', 'Tech Packs', 'Illustrator', 'Photoshop', 'Quality Control', 'Research', 'Trend Analysis']","['Collaboration', 'Time Management', 'Problem-Solving', 'Communication', 'Negotiation', 'Leadership', 'Teamwork']",Technical Designer,"City, State",[],[],[],[],['Paper on Technical Textiles'],Not specified
